29,29,0.32,0.197152261,17.1
35,27,0.23,0.224798,11.4
32,35,0.5,0.17797713,18
35,27,0.5,0.185719826,12.8
38,35,0.23,0.213298696,12.6
38,27,0.68,0.176338435,12.2
26,25,0.41,0.196392,18.2
29,29,0.5,0.179430609,18.4
26,27,0.68,0.172244609,22.5
26,29,0.59,0.172914435,23.2
41,35,0.68,0.184146696,13.2
26,31,0.59,0.170303391,24.7
35,25,0.32,0.212708522,11
38,25,0.32,0.214832783,9.8
38,35,0.59,0.181567304,14.2
32,25,0.41,0.198902348,13
35,25,0.59,0.183843913,12.4
41,35,0.41,0.19178113,12.1
26,33,0.23,0.199570348,22.2
29,27,0.5,0.183229652,17.2
32,31,0.59,0.174530783,17.1
35,33,0.68,0.175154957,16
41,29,0.32,0.207363478,10.2
26,33,0.41,0.177658174,24.1
32,31,0.41,0.185903739,16.1
38,27,0.5,0.187379739,11.4
26,33,0.32,0.185675565,23.2
41,27,0.23,0.231086783,9.2
38,25,0.5,0.192260435,10.6
29,31,0.23,0.208119478,17.4
35,29,0.23,0.219333217,12.3
41,31,0.59,0.180788174,11.9
35,33,0.23,0.211728522,13.6
29,31,0.59,0.172551652,20.3
41,25,0.5,0.193725304,9.6
32,25,0.68,0.17779513,14.7
35,35,0.41,0.185880435,15.3
29,33,0.5,0.175229739,20.5
26,25,0.59,0.182201565,19.9
26,25,0.68,0.177214435,20.7
26,27,0.23,0.215344174,18.2
38,25,0.41,0.201859913,10.2
38,31,0.41,0.190784957,12.4
38,35,0.41,0.188921043,13.5
35,31,0.32,0.198651304,13.5
26,25,0.5,0.18850487,19
41,27,0.41,0.198546,9.9
41,31,0.68,0.177781304,12.2
32,35,0.68,0.176202348,19.2
38,33,0.32,0.198890957,12.5
35,31,0.23,0.215057565,13
35,31,0.5,0.18132,14.5
38,31,0.68,0.175777478,13.6
35,33,0.59,0.176637826,15.6
41,35,0.5,0.186289565,12.4
38,35,0.5,0.183685478,13.9
35,31,0.68,0.17371,15.5
35,25,0.23,0.231440522,10.5
35,31,0.41,0.18828487,14
29,25,0.41,0.197794174,15.2
35,29,0.68,0.173788,14.7
29,35,0.32,0.187769826,19.9
35,29,0.32,0.201997913,12.7
26,25,0.23,0.222558522,16.7
26,29,0.23,0.209048522,19.7
38,29,0.59,0.17931913,12.6
35,33,0.5,0.180322174,15.1
29,31,0.5,0.177140957,19.5
29,31,0.41,0.183636696,18.9
32,27,0.41,0.192878435,14.1
26,31,0.5,0.174792435,23.7
32,29,0.41,0.188464261,15.1
35,29,0.5,0.182735478,13.6
41,29,0.68,0.177270957,11.7
26,35,0.23,0.196331217,23.2
29,33,0.32,0.189413304,19
29,33,0.23,0.204203652,18.3
29,27,0.59,0.177711739,17.9
26,35,0.41,0.175826087,25.3
41,33,0.32,0.201923391,11.3
32,27,0.5,0.184379478,14.7
38,31,0.5,0.183584174,12.8
32,25,0.5,0.190024174,13.5
32,27,0.23,0.221984522,13
32,29,0.68,0.172232435,16.9
26,29,0.5,0.177617043,22.3
29,33,0.59,0.171690522,21.1
29,25,0.5,0.189336609,15.8
35,27,0.41,0.194525391,12.4
41,29,0.41,0.195039913,10.6
29,35,0.23,0.201293391,19.1
38,25,0.23,0.234429391,9.4
26,29,0.41,0.184323217,21.4
35,25,0.5,0.190954783,11.9
38,33,0.5,0.18288087,13.4
41,25,0.32,0.21709113,8.8
29,29,0.68,0.170829652,19.9
32,35,0.59,0.176022174,18.7
26,25,0.32,0.206959565,17.5
41,33,0.41,0.191853913,11.7
41,31,0.32,0.204415478,10.7
32,35,0.32,0.191246435,16.9
38,29,0.32,0.204674957,11.3
26,35,0.59,0.169252,27.2
29,25,0.23,0.226168609,13.9
41,25,0.23,0.237419826,8.5
41,31,0.5,0.185816174,11.5
38,33,0.41,0.189184,13
26,27,0.59,0.176665913,21.6
41,33,0.68,0.179754087,12.7
32,33,0.23,0.207983913,15.6
29,33,0.41,0.180870696,19.8
29,31,0.32,0.193168783,18.2
41,35,0.59,0.184032609,12.8
26,31,0.32,0.189912435,22
32,31,0.23,0.211584174,14.9
29,27,0.41,0.191391565,16.5
26,33,0.59,0.168809913,25.9
32,25,0.23,0.228847826,12
26,35,0.68,0.169007913,28.1
35,35,0.5,0.180892,15.7
38,27,0.23,0.227930174,10.2
35,25,0.68,0.178376522,12.8
35,27,0.68,0.175007391,13.9
41,29,0.59,0.181166348,11.3
32,27,0.59,0.178647217,15.2
38,25,0.59,0.184931391,10.9
35,33,0.32,0.195692696,14.1
38,33,0.59,0.179060087,13.7
26,29,0.68,0.169240087,24.3
41,25,0.68,0.180472957,10.2
35,27,0.32,0.206532609,11.9
32,27,0.68,0.173960783,15.8
35,27,0.59,0.179803913,13.3
41,27,0.32,0.211440087,9.5
41,25,0.41,0.203687304,9.2
32,31,0.5,0.179188783,16.6
35,35,0.59,0.178894261,16.2
29,35,0.68,0.172925826,22.9
38,31,0.23,0.218646696,11.6
41,27,0.59,0.18282887,10.7
26,29,0.32,0.19422287,20.5
41,27,0.68,0.177785826,11
38,31,0.59,0.178699217,13.2
38,27,0.41,0.196480087,11
29,29,0.59,0.174515391,19.1
32,25,0.32,0.210935304,12.5
29,31,0.68,0.169672348,21
41,33,0.23,0.219021652,10.9
26,35,0.32,0.183638,24.2
32,29,0.32,0.199522522,14.6
41,33,0.59,0.181353478,12.3
29,35,0.5,0.174910783,21.4
32,35,0.23,0.205371826,16.3
26,27,0.5,0.181873043,20.8
41,29,0.5,0.186716348,10.9
29,25,0.68,0.17749313,17.1
35,31,0.59,0.176562696,14.9
32,35,0.41,0.182792261,17.6
26,31,0.41,0.180985913,22.9
35,25,0.41,0.20019713,11.4
32,33,0.59,0.174194522,17.9
41,25,0.59,0.186222174,9.9
35,29,0.59,0.177526261,14.2
41,35,0.23,0.216978348,11.3
35,33,0.41,0.186381391,14.7
32,29,0.59,0.175950261,16.3
29,25,0.32,0.209218087,14.5
41,29,0.23,0.225916,9.8
26,27,0.41,0.189572261,19.9
26,31,0.68,0.16738913,25.7
38,29,0.41,0.192752696,11.7
26,35,0.5,0.171330174,26.1
32,33,0.41,0.183626609,16.8
41,31,0.23,0.222044261,10.3
38,35,0.32,0.198048435,13.1
32,33,0.5,0.17778287,17.3
32,31,0.32,0.19587,15.5
35,35,0.23,0.209352087,14.2
38,29,0.23,0.222679043,10.8
38,33,0.23,0.215505826,12.1
26,31,0.23,0.203779913,21
29,35,0.59,0.172915478,22.1
29,29,0.23,0.213067826,16.4
35,29,0.41,0.190486435,13.2
32,33,0.32,0.19255313,16.2
29,27,0.68,0.173134087,18.6
41,27,0.5,0.189165913,10.3
32,29,0.5,0.181005304,15.6
29,27,0.32,0.202357478,15.8
38,31,0.32,0.201570696,11.9
32,31,0.68,0.171686,17.8
38,25,0.68,0.179320696,11.3
32,33,0.68,0.172681913,18.5
29,25,0.59,0.182686174,16.5
38,35,0.68,0.181763478,14.8
41,33,0.5,0.185315652,12
38,27,0.59,0.181251565,11.8
26,27,0.32,0.199785304,19
38,29,0.5,0.184694696,12.1
29,33,0.68,0.170063565,22
26,33,0.5,0.172287043,25
38,27,0.32,0.208963391,10.6
38,29,0.68,0.175492435,13.1
29,35,0.41,0.17958313,20.7
35,35,0.68,0.179118522,16.7
41,31,0.41,0.193263217,11.1
26,33,0.68,0.16703113,27
32,25,0.59,0.183133043,14.1
32,27,0.32,0.204390522,13.6
35,35,0.32,0.194666783,14.7
29,27,0.23,0.219108957,15.2
32,29,0.23,0.216189913,14
41,35,0.32,0.201177652,11.7
38,33,0.68,0.17753,14.2
29,29,0.41,0.186571391,17.7